client,premium,age
92908,False,56
94740,False,63
45913,False,55
81753,False,59
48543,False,22
2851,True,49
2132,False,25
17367,True,20
90648,True,31
68534,True,28
21941,False,45
99212,True,36
28310,False,22
36864,True,27
55764,False,57
68474,False,66
39375,False,53
11382,False,25
3840,False,31
66719,False,25
6416,False,55
36915,False,27
55115,False,60
86598,False,23
80551,False,69
99301,False,31
67397,False,50
93215,False,34
2886,True,54
316,True,36
91799,False,48
32439,False,20
97109,True,34
82011,False,53
82934,True,67
2310,False,33
83856,True,23
82745,False,52
88305,False,40
67189,False,39
31047,False,31
9265,True,24
58269,False,27
62734,False,55
60583,True,66
55888,False,64
8116,False,55
66285,False,38
95095,False,42
66757,True,61
75411,False,42
58122,False,53
87531,True,43
72195,False,63
66899,False,69
89636,False,27
43029,False,22
71119,False,23
13807,False,33
69159,False,52
96108,False,44
43585,False,52
87715,True,41
44797,False,30
78879,False,45
77351,False,51
43100,False,68
71764,False,48
88902,False,23
26511,False,45
47703,False,45
49625,True,65
60418,False,66
14097,False,41
16492,False,27
32072,False,54
75233,True,25
31282,False,58
35687,True,47
31691,False,24
67260,False,41
33150,False,57
32950,False,65
62337,False,20
93940,False,65
79598,False,22
53247,False,49
83849,False,52
80339,False,51
1308,False,60
24781,False,55
36342,False,44
46402,False,47
45174,False,68
77857,False,41
88294,False,44
14903,False,50
10775,False,35
12969,False,63
74240,False,46
78793,False,20
2107,False,42
35202,False,27
34656,False,65
55730,True,57
83976,False,66
76538,False,49
9908,True,33
32015,True,40
69100,False,58
53022,False,69
42271,False,40
63401,False,67
88961,False,25
99056,False,44
52066,False,32
5092,False,62
72136,False,69
32877,False,38
12596,False,57
94353,False,33
13952,False,20
2839,True,68
43492,False,64
95954,False,52
328,False,27
10691,False,47
65926,False,45
25443,False,67
98855,True,52
93437,False,40
51422,False,62
80619,False,58
60513,True,27
96314,False,67
99868,False,39
54972,False,33
42693,False,57
48925,False,33
66661,False,25
50854,False,52
59025,False,26
19285,False,68
38512,False,65
47159,False,35
91852,True,29
2011,False,65
35334,False,65
32488,False,40
66809,False,63
73953,False,39
84238,False,37
42383,False,44
87621,False,57
81791,True,50
33250,False,52
42675,False,35
38686,False,46
97938,False,24
18261,False,56
97983,False,45
66590,False,31
25969,False,53
60002,False,34
48072,False,32
33199,False,48
61133,False,51
74982,False,58
88665,False,64
58979,True,53
18220,False,62
86052,False,59
65936,False,36
8008,False,46
72213,False,61
3883,False,29
65644,False,26
17342,True,49
38539,True,56
28652,True,51
46652,False,60
42195,False,32
7969,False,44
2724,False,47
57265,False,46
48371,True,54
60334,False,31
98717,False,23
71154,False,52
10446,False,54
80602,False,28
9843,False,34
75991,False,45
11908,False,44
52616,True,45
47504,False,69
38359,True,54
96951,True,56
38545,False,38
71772,False,43
24577,False,57
80874,False,50
11635,True,37
27672,False,25
76435,True,58
36674,False,44
35464,False,27
8176,True,30
86887,False,68
9464,True,41
55707,False,48
34121,True,42
94102,False,28
31869,True,25
76526,False,52
95325,False,42
33239,False,48
43641,False,37
87999,False,43
3300,False,50
51667,False,54
81205,False,68
12852,False,20
97129,False,45
56930,False,41
93956,False,68
52547,False,40
86431,False,67
16192,False,61
48047,True,37
42970,True,38
36165,False,65
90588,False,20
64496,False,66
19157,False,35
86624,False,59
78611,False,29
88754,False,59
51572,False,53
76128,False,26
17127,True,51
91952,False,65
29747,False,32
96718,False,27
80461,False,69
92743,False,22
49540,False,67
35162,False,52
11245,False,49
87957,False,23
86251,False,25
43727,False,48
42023,False,37
68721,False,23
88537,False,54
17083,True,50
68424,True,62
73736,False,25
29338,False,27
37802,False,63
73225,False,50
84679,False,41
77172,False,69
34588,True,43
59722,False,49
52583,False,56
32602,False,64
27390,False,52
66292,False,30
53978,True,46
42010,False,38
1569,False,24
14763,False,58
20770,False,31
84581,True,52
30296,True,23
50833,True,31
73809,False,26
91375,False,62
59923,True,64
40631,True,65
74546,False,26
3354,False,61
92867,False,48
67106,False,35
8340,False,32
15435,False,59
79813,False,69
47193,False,39
60916,True,47
13132,False,66
96738,False,65
88431,False,49
82695,False,50
6868,False,46
42296,False,55
31273,False,58
91495,False,37
82244,False,31
19378,False,40
61745,True,35
32091,False,32
85420,False,44
95930,False,50
1202,False,57
1374,True,54
92702,False,47
65405,False,59
58098,False,43
73727,False,61
83710,False,39
26321,False,43
18599,False,21
25992,False,58
89280,False,46
37843,False,39
46784,True,57
4097,False,64
21745,False,64
13109,True,32
32341,True,33
63711,True,37
28349,False,32
77009,False,37
65445,False,31
74350,False,55
11004,False,53
56469,False,44
93412,False,47
68192,False,32
83516,False,60
23378,False,68
47255,False,25
33625,True,65
40629,True,36
70210,False,50
25801,False,62
49259,False,32
12267,False,28
33078,False,34
29495,False,47
62966,False,20
23521,False,58
45116,False,52
38619,False,43
95852,False,38
23650,False,39
8361,False,28
87228,False,30
47606,False,43
89869,False,58
45742,False,51
27942,False,61
31843,False,55
23554,True,36
45720,False,33
26744,False,26
22273,False,69
64899,False,59
2727,False,44
1609,False,28
22611,False,54
78621,False,40
96650,False,63
58931,False,64
48703,False,27
92503,False,46
65749,False,22
92167,False,49
12806,False,59
3016,False,41
50623,False,37
10669,False,25
38907,False,26
77957,True,42
96057,False,49
29671,False,35
83826,True,61
67314,True,54
87419,False,25
47372,False,33
89513,False,27
83682,False,42
67996,False,59
55369,False,46
33477,False,44
1050,False,65
5435,False,68
74788,False,42
46538,False,47
29361,False,48
9990,False,56
20009,False,64
14860,False,33
99049,False,40
53201,True,44
13650,False,56
45064,False,35
44868,True,32
10573,False,33
27755,False,43
37583,False,68
37097,False,43
74523,False,38
98846,False,29
96557,False,26
23797,False,39
53718,False,20
88279,False,49
47938,False,68
53619,False,41
29142,False,35
68376,False,69
25768,False,46
81904,True,40
77441,False,64
64097,False,55
88764,False,38
89626,False,67
87937,False,62
24172,False,21
28377,False,47
38762,False,29
77726,False,61
92620,False,66
69096,False,54
89596,False,60
30389,False,30
97515,False,62
55347,False,51
58631,False,67
12773,False,53
92165,False,63
66672,False,27
52210,False,58
58810,False,33
91132,False,28
68628,False,49
35437,False,58
85502,True,58
65261,False,35
9936,False,54
38278,False,61
99498,False,57
59957,False,58
76883,False,62
28008,False,32
50932,False,44
8451,False,24
19017,False,45
98442,False,42
29723,False,50
56305,False,63
78899,False,43
40087,False,54
25634,False,61
42215,False,46
93747,False,20
92365,True,23
45438,False,49
35433,False,33
22110,False,29
41582,False,54
2812,False,36
70178,True,35
13460,False,58
7261,False,57
89971,False,59
94791,False,34
83494,False,30
62702,False,64
75713,False,43
6684,False,25
72266,False,48
52393,False,39
55772,True,57
1992,False,44
54607,False,34
28018,False,27
81491,False,56
30612,True,32
50841,False,25
6840,False,35
61830,False,28
97607,False,22
60874,False,53
93891,False,20
9886,False,40
19360,False,21
79845,False,31
78042,False,24
96334,False,42
16189,False,35
26342,False,53
99131,True,52
98954,False,33
1304,False,37
4431,False,52
97285,False,55
70718,False,57
71533,True,59
6249,False,27
58199,False,67
71909,False,22
10495,False,51
10388,True,51
23546,False,27
21156,True,37
37882,False,41
91258,False,49
51419,True,59
5648,False,48
20517,False,60
48168,False,46
93768,False,22
84171,True,36
35861,False,54
36596,False,49
60330,True,64
90501,False,25
34640,False,43
69997,False,58
20375,False,59
46074,False,51
34035,False,22
11796,False,21
24608,False,54
6625,False,50
58407,False,35
20484,False,41
12722,False,39
64110,False,49
49755,False,47
3569,False,49
71206,False,26
36176,False,65
39112,False,61
78733,False,30
97945,False,53
77934,False,37
30724,False,23
72053,False,20
97486,False,24
71540,False,61
72217,False,24
74751,False,21
2847,False,57
44122,False,68
6918,False,49
1597,False,56
5758,False,26
31515,False,51
43765,False,61
82800,False,68
63271,True,69
68825,False,50
43396,False,68
23616,False,61
32084,True,21
94681,False,66
97893,True,37
72523,True,64
68450,False,43
72197,False,56
48712,False,42
56907,False,67
53737,True,64
29470,False,45
97247,False,37
40954,False,54
15453,False,26
85769,False,46
41928,False,46
31025,False,28
7352,False,28
63652,False,32
8639,False,28
57612,False,22
97810,False,48
99413,False,25
28166,False,24
85418,False,54
6237,False,41
1184,False,36
32607,False,65
89631,False,54
29925,False,53
3936,False,61
84672,False,21
67120,False,21
90613,False,62
4941,False,62
18395,False,56
58242,False,48
65353,False,68
58599,False,47
23053,False,28
8128,False,25
59879,False,30
32392,False,52
30434,False,60
89716,False,33
47638,False,34
1782,False,65
88829,False,52
36262,False,29
5829,False,54
39750,False,23
26898,False,47
36632,False,52
28870,False,69
40011,False,35
24494,False,66
56090,False,26
13846,False,60
59357,False,54
16485,False,63
23270,False,44
84348,False,35
19890,False,64
45268,False,23
16661,False,23
53347,False,55
5935,False,35
20168,False,48
59331,False,45
31526,True,61
2758,False,69
88795,False,62
34471,False,20
74075,False,25
82544,False,51
38077,False,52
38088,True,31
5787,False,51
30440,False,22
89183,False,65
19242,False,62
57971,False,20
54571,False,41
11509,False,47
32522,False,38
8136,True,41
95121,False,43
13885,False,42
52005,False,24
95409,False,43
26082,False,36
83906,False,46
40208,True,33
14493,False,39
4399,False,25
95660,False,55
83781,False,62
74488,False,52
74758,False,50
25450,True,50
80593,False,21
53155,False,51
25200,True,21
87942,False,22
96895,False,56
96848,False,62
6862,False,45
81773,False,42
33548,False,53
14065,False,63
48266,True,27
52534,False,64
15448,False,62
81308,False,33
57674,False,49
64965,True,28
62431,False,53
17012,False,25
17492,False,50
55047,False,32
38873,False,33
2036,False,39
82259,False,39
95975,False,40
17521,False,65
44978,False,61
93357,False,38
10322,False,22
59235,False,38
78083,False,61
17265,False,51
72381,False,24
11810,False,57
73904,False,58
32897,False,31
68986,False,62
86574,False,20
8475,False,52
28000,False,67
71980,False,59
51614,False,57
29145,False,29
2239,False,27
47105,False,65
24338,False,20
11731,True,37
51297,False,68
99864,False,26
87576,False,48
16237,False,63
94418,False,57
32904,True,68
37194,False,31
15767,False,25
44706,False,37
96495,True,28
17317,True,58
29888,False,33
17146,False,34
66064,False,58
31272,False,42
14101,False,26
47347,False,28
20226,False,32
1179,False,68
96421,False,49
57026,True,62
11645,False,32
36805,True,43
70943,False,25
20287,False,34
4750,True,29
32366,False,48
24501,False,23
48092,False,40
18176,False,46
74502,False,69
47142,True,22
65814,False,52
25599,False,25
87009,False,48
75613,False,45
83937,False,21
69555,False,28
3093,False,39
35823,False,48
44102,False,46
62143,False,43
96466,False,42
70111,False,46
20998,False,43
17388,False,31
74013,True,20
89062,False,60
93138,False,42
57964,False,65
69876,False,47
64174,False,32
47421,True,59
78694,False,35
48909,False,59
80257,False,39
12481,False,45
16498,True,25
71087,False,36
36011,False,47
61893,False,69
75423,False,26
64655,False,38
87548,False,56
10839,False,41
60511,False,62
61466,False,34
86218,False,56
72542,False,53
35789,False,51
26455,False,33
54853,False,48
77788,True,43
28798,False,20
3951,False,27
14218,False,27
64016,False,35
79061,False,39
10567,False,28
46333,False,41
84560,False,51
64856,False,68
79646,False,41
59369,False,54
58970,False,52
84425,True,28
60676,False,41
30184,False,52
95822,True,20
49210,True,68
38018,False,37
11782,False,60
94865,False,61
62452,False,30
40285,False,61
65812,False,36
4474,False,62
49392,False,22
95235,False,42
21272,False,57
93647,False,43
15207,False,28
2035,False,20
50886,False,68
62086,False,67
39322,False,58
43458,False,40
719,False,42
74671,False,32
86758,False,38
1057,False,65
71859,True,41
56083,True,26
18144,True,47
14964,False,56
54933,False,48
26449,False,23
42530,False,24
53390,False,37
78557,False,24
49040,False,47
13913,True,58
86863,False,59
28500,False,66
55385,False,41
8847,False,62
76140,False,58
74850,True,50
76304,False,43
84618,False,35
86061,False,49
42342,False,67
44285,False,37
76315,False,29
56066,False,35
41674,False,26
69488,False,39
13609,False,25
45628,False,38
38470,False,43
38189,True,41
35486,False,20
49366,False,54
13630,False,58
74390,False,62
15389,False,45
94662,False,58
23221,False,65
92400,False,30
26655,False,50
69081,False,28
83795,False,38
82133,False,35
55895,False,61
26909,False,42
46503,False,48
97163,False,48
19880,False,43
94416,False,30
9853,False,48
67049,False,36
16291,False,56
60492,False,67
47662,True,47
62961,False,66
50740,False,47
37199,False,31
39637,False,43
77309,False,62
82381,False,25
3588,False,60
70524,True,67
91386,True,52
60146,False,58
62508,False,50
25533,False,45
20173,False,31
71441,False,35
1084,False,36
86223,False,33
83274,False,37
81701,False,36
38724,False,39
43329,False,40
93235,False,37
96995,False,21
80827,False,40
11517,False,42
43948,False,36
56121,False,21
13212,False,46
54454,False,35
38146,True,26
80634,False,47
65308,False,63
79139,True,49
70548,False,50
20054,False,63
74027,False,52
45236,False,31
30376,False,25
61336,False,55
32167,False,42
97180,False,46
72218,False,65
25938,False,38
82026,False,39
16204,False,64
68019,False,59
34699,True,53
60448,False,20
53645,False,68
2604,False,32
86122,False,22
95137,False,26
65895,True,53
6510,False,58
23981,False,32
84373,False,30
9546,False,59
80912,False,37
42960,False,50
24801,True,22
67572,False,33
49153,False,43
13145,False,41
87423,False,29
2864,True,41
22676,False,44
71031,False,26
98083,False,42
93879,False,41
34191,False,36
95213,False,49
82797,False,26
3954,False,32
8967,False,33
63866,False,20
26769,True,26
78883,True,58
35208,True,37
29679,False,47
43182,False,55
52028,False,59
24131,False,68
80213,False,60
92722,False,49
51549,False,26
19532,False,53
36047,False,37
71995,False,28
26354,False,35
58327,False,27
95327,False,33
33784,True,48
34862,True,61
14158,False,54
48128,False,57
36750,False,58
75164,False,46
31807,False,48
38129,False,47
69364,True,52
44607,True,26
62585,False,32
43760,False,58
92208,False,28
69492,False,39
96803,False,24
67430,False,42
99348,False,42
63127,False,33
79434,False,32
62438,False,36
65525,False,30
29352,False,50
87555,False,59
83632,False,57
94461,True,66
88116,False,44
36008,False,30
99440,False,20
95152,False,67
95320,False,26
56802,False,56
13781,False,38
55269,False,59
961,False,43
21253,True,39
62322,False,34
82804,False,53
94641,False,54
12179,False,32
13468,False,22
60962,True,35
68089,False,67
55912,False,58
17295,False,36
11486,False,38
71316,True,24
8560,False,53
85247,True,59
41687,False,29
3214,False,47
75694,False,34
33176,False,40
72283,False,48
34341,False,23
86237,False,38
77465,False,29
41851,False,40
39214,False,29
33977,False,65
45233,False,29
73029,True,57
16899,False,42
69480,False,50
41576,False,21
67848,False,56
57501,True,28
35460,False,47
32081,True,46
99679,False,44
81083,False,28
29680,False,25
33189,False,22
43102,False,29
99931,False,69
49157,False,54
27776,False,32
7157,False,63
96602,False,21
75,False,38
25074,False,37
67963,True,20
8779,False,48
58786,False,33
17176,False,68
47900,False,29
67482,False,41
78418,False,53
94622,True,44
9504,False,68
32172,True,25
51597,False,54
79184,True,61
55052,False,25
56055,False,43
995,False,28
90692,False,64
76712,True,57
33906,False,36
44802,False,62
4504,False,61
63050,False,29
23000,False,66
68252,True,39
39383,False,29
81964,False,60
83259,False,43
73351,False,63
36835,False,21
28925,False,59
6233,True,57
18537,False,26
67705,False,65
91312,False,67
99384,False,54
90530,False,65
38475,False,37
94410,False,58
18216,False,31
34975,False,43
7533,False,40
79475,False,67
65091,False,31
87918,False,60
83042,False,24
85539,False,56
66788,False,63
56234,False,31
76275,False,33
38422,False,23
30281,False,67
96030,False,47
25489,False,45
59566,False,24
87382,False,67
23945,False,29
6790,False,45
71559,True,43
43308,False,41
27759,False,33
48460,False,23
97751,True,34
8419,False,42
63870,False,22
23233,False,27
68122,True,43
49533,False,29
87698,False,38
79417,False,27
61411,False,58
18701,False,63
95820,False,45
48945,False,69
65246,False,58
73276,False,31
14972,False,38
82737,False,40
27705,False,62
45195,False,23
11708,False,48
60023,False,48
88129,False,52
50300,False,25
41405,False,51
62254,False,33
8650,False,22
47415,False,42
30855,False,56
85397,False,24
58437,False,46
9600,False,27
36620,False,67
77504,False,31
69943,False,48
35317,False,41
86427,False,38
7664,False,45
68590,False,46
52490,False,35
13097,False,56
34373,False,65
11720,False,64
79137,True,46
52477,False,26
53274,False,27
54037,False,55
36238,False,34
91795,False,51
2330,False,66
99592,False,35
19209,False,60
58661,False,22
71666,False,45
88522,False,67
8347,False,59
34615,False,65
34363,False,31
53661,False,32
99668,False,45
76661,False,62
40822,False,30
91407,False,28
1437,False,64
56064,False,63
39182,False,22
77834,False,59
40002,False,58
41350,False,49
33805,False,42
30505,False,31
73528,False,69
37493,False,41
53396,False,33
63226,False,40
87589,False,39
36277,False,68
61845,True,55
43764,False,21
51787,False,49
27857,False,55
93881,False,22
59118,False,21
86329,False,39
2089,False,47
60844,False,59
71444,False,57
96177,False,42
78340,False,32
82069,False,58
17123,False,24
26712,True,51
9414,True,57
54237,False,46
10835,False,59
77833,False,27
87634,False,49
43670,False,38
36806,False,28
14873,False,40
53859,True,57
33302,False,33
76481,False,31
96052,False,25
45334,False,37
70633,False,34
2527,False,58
49434,False,27
13734,False,40
65682,False,55
77382,False,54
92775,True,57
33974,False,40
74912,True,59
96721,False,41
96336,False,48
80347,False,31
24051,False,31
22735,False,61
66327,False,61
64746,False,69
2170,False,41
50950,False,38
75699,False,43
47515,False,61
59822,False,67
82793,False,55
47276,True,26
61175,False,26
78990,False,23
18406,True,34
18155,False,31
32230,False,26
77450,False,42
56917,False,52
88624,False,61
67347,False,54
34972,False,46
62630,False,58
9005,False,61
82986,True,69
49729,False,37
54336,True,41
72453,True,37
87815,False,58
360,True,44
50815,False,47
24997,False,64
28830,False,66
20952,False,36
55562,False,54
88967,True,23
8449,True,35
93751,True,66
7132,False,50
97857,False,41
73521,False,39
96419,False,62
39618,False,54
64358,False,59
87782,False,62
2287,False,25
96901,False,47
55952,True,62
23392,False,48
22494,False,23
43870,False,67
93886,False,25
49536,False,26
23439,True,35
48432,False,27
46982,False,22
72462,True,31
20430,False,61
10288,False,24
45431,False,69
68872,False,69
6773,False,68
18348,False,36
33251,False,62
73366,False,22
38732,False,60
67194,False,59
15978,False,60
83370,False,68
24824,True,26
18496,False,46
24909,False,52
45523,False,66
16540,False,49
40927,False,37
70781,False,64
32606,False,46
30987,False,46
18775,False,40
20103,False,67
90205,False,47
29621,False,47
14401,False,37
2869,False,54
19237,False,22
33136,False,57
2201,False,38
57912,False,23
37123,False,45
92131,False,65
37073,False,24
41785,False,23
12338,False,39
53068,False,45
17717,False,27
7010,False,20
64144,False,32
9637,True,20
49775,False,52
62283,False,30
88130,False,46
11178,False,47
33562,False,67
95093,False,64
50093,False,50
43300,False,43
21165,False,39
31699,False,30
60495,True,29
35646,False,42
2573,False,33
5326,False,66
87288,False,29
36350,False,58
9108,False,62
55429,False,58
35195,False,56
73401,False,46
49419,False,36
61992,False,26
53228,True,31
98900,False,29
94805,True,26
78598,False,20
14131,False,32
88090,False,65
90883,False,60
64898,True,69
24088,False,62
12162,False,57
51936,False,41
56112,False,50
90696,False,42
3635,False,62
53225,True,35
39844,False,66
87972,False,27
8145,False,63
60005,False,37
39917,False,50
34263,True,27
24489,False,31
56378,False,45
94297,True,26
54871,False,65
53328,False,27
31403,False,23
43461,False,68
79769,False,60
52870,False,24
13538,True,33
63223,False,24
2816,False,35
7903,False,50
6498,True,25
63685,False,58
83846,False,25
63924,False,56
50916,False,33
92038,True,46
991,False,69
24622,False,43
31361,False,45
64080,False,24
87780,True,35
49372,True,57
79275,False,21
84841,True,54
75544,False,34
61144,False,50
76078,True,68
29501,True,39
1678,False,22
90652,True,51
79784,False,47
5502,False,25
17267,False,51
15774,False,39
67431,False,30
43797,False,22
63791,True,34
12792,False,49
23645,True,49
55410,True,42
34817,False,27
85925,False,51
52154,False,35
70579,False,51
78126,False,63
92408,False,34
41194,False,30
98607,False,27
73445,False,29
64926,False,55
91373,False,54
65972,True,38
68551,False,59
17626,False,49
3652,False,39
14969,False,25
39935,False,35
85695,True,51
20386,False,58
52474,False,52
5810,False,29
50152,False,55
90303,False,23
87928,False,37
57260,False,35
92607,False,51
32376,False,61
56861,False,26
35126,False,67
82337,False,24
65323,False,36
36606,False,67
3932,False,35
20012,False,20
34198,False,55
81449,False,27
15933,False,58
44011,False,67
89080,False,52
70875,True,25
73751,False,58
7454,False,50
22489,False,58
87320,True,33
91556,False,28
20884,False,30
33331,False,27
44871,False,65
48820,False,45
17232,False,61
89594,False,23
60296,False,29
37031,False,25
25160,False,56
18300,False,54
76826,True,65
52373,True,36
93718,False,63
13688,True,66
3553,False,21
68348,False,69
91289,False,38
40643,True,22
88275,False,59
75601,False,50
24896,False,54
45964,False,47
38348,False,55
44620,False,25
51958,False,22
9450,False,34
93617,False,31
54422,False,38
61851,False,31
20873,False,55
53774,True,50
27470,False,40
19411,False,29
61579,False,50
61221,True,64
29863,False,46
78499,False,36
