"";"value";"experimentVariant"
"1";10,3804953740268;"Control"
"2";9,54686666784264;"Control"
"3";11,0882146509904;"Control"
"4";10,1472740570122;"Control"
"5";9,78980767524929;"Control"
"6";8,73578048192978;"Control"
"7";10,7806383791004;"Control"
"8";11,1393983918781;"Control"
"9";10,0675199319953;"Control"
"10";9,53130741186623;"Control"
"11";11,6019437103945;"Control"
"12";12,389786234284;"Control"
"13";9,58267213180535;"Control"
"14";10,5378674851477;"Control"
"15";9,01993741613367;"Control"
"16";8,94842155753232;"Control"
"17";9,17231178971289;"Control"
"18";12,1558070614418;"Control"
"19";10,1560934694132;"Control"
"20";10,2700535743602;"Control"
"21";9,7736902808003;"Control"
"22";10,2008203623341;"Control"
"23";10,3507972292203;"Control"
"24";9,45995070491857;"Control"
"25";11,1479068291969;"Control"
"26";10,1152619181507;"Control"
"27";9,96717734565128;"Control"
"28";10,5231201980007;"Control"
"29";9,83353253784834;"Control"
"30";10,6807432731733;"Control"
"31";8,87535930869717;"Control"
"32";10,5679610657059;"Control"
"33";10,1991485435955;"Control"
"34";9,90197009615303;"Control"
"35";11,6371877317264;"Control"
"36";9,01032810426802;"Control"
"37";9,21910793851577;"Control"
"38";11,2263662485823;"Control"
"39";9,65938568546489;"Control"
"40";9,84253515168427;"Control"
"41";8,75261510863016;"Control"
"42";10,392660866535;"Control"
"43";11,1019488266369;"Control"
"44";9,49197989560515;"Control"
"45";8,31031501249372;"Control"
"46";8,78435095027286;"Control"
"47";10,5508934132957;"Control"
"48";10,0990560108317;"Control"
"49";9,49269600637405;"Control"
"50";8,51186119058183;"Control"
"51";8,62258775872863;"Control"
"52";8,01854769407949;"Control"
"53";10,2808274454833;"Control"
"54";10,6922160535263;"Control"
"55";10,9623961647586;"Control"
"56";9,36472220404069;"Control"
"57";11,0862981076737;"Control"
"58";10,3201316089802;"Control"
"59";10,7097404054181;"Control"
"60";9,92077900719597;"Control"
"61";9,47429457527517;"Control"
"62";9,30891087875064;"Control"
"63";10,750583981031;"Control"
"64";10,4086452594968;"Control"
"65";10,1066084939791;"Control"
"66";8,6303650937324;"Control"
"67";9,90731428186719;"Control"
"68";8,61094581688063;"Control"
"69";7,66352098209058;"Control"
"70";9,42460667083465;"Control"
"71";8,6402838822717;"Control"
"72";10,563114224244;"Control"
"73";10,0380691123625;"Control"
"74";11,1916726878073;"Control"
"75";9,27906276012327;"Control"
"76";10,3998449281524;"Control"
"77";9,73294595891507;"Control"
"78";11,7902902523105;"Control"
"79";9,02810923677069;"Control"
"80";9,95800621855637;"Control"
"81";10,0761381665361;"Control"
"82";9,69062314589394;"Control"
"83";10,8703330830034;"Control"
"84";9,0104564819325;"Control"
"85";10,818234015957;"Control"
"86";9,72715516581524;"Control"
"87";10,5468456026665;"Control"
"88";10,9457147877428;"Control"
"89";9,74880280490602;"Control"
"90";9,06527877722864;"Control"
"91";9,51274160969535;"Control"
"92";9,58674143509444;"Control"
"93";8,59520353080504;"Control"
"94";9,8768552153988;"Control"
"95";11,0122655326024;"Control"
"96";9,90406651018951;"Control"
"97";9,68769523568993;"Control"
"98";9,08901878152633;"Control"
"99";8,16178651137898;"Control"
"100";10,2123541450264;"Control"
"101";11,5615917488697;"Control"
"102";9,03545519352548;"Control"
"103";9,54047522888559;"Control"
"104";8,74380843585841;"Control"
"105";9,16899035792041;"Control"
"106";11,2156213223071;"Control"
"107";10,3977670098527;"Control"
"108";10,0055875175214;"Control"
"109";10,9552290403747;"Control"
"110";9,55663790062202;"Control"
"111";9,67013687703563;"Control"
"112";10,6356796161162;"Control"
"113";11,321477243041;"Control"
"114";10,6835309806202;"Control"
"115";9,62145931763801;"Control"
"116";8,75187734866859;"Control"
"117";9,57239414674053;"Control"
"118";9,93506275203319;"Control"
"119";9,66214559870953;"Control"
"120";10,6674990710866;"Control"
"121";9,28425635928044;"Control"
"122";11,3973215688464;"Control"
"123";10,4487369185371;"Control"
"124";10,0476238920443;"Control"
"125";10,6343316448239;"Control"
"126";9,82571538254779;"Control"
"127";11,0723179217567;"Control"
"128";9,84952217311273;"Control"
"129";8,94001475391922;"Control"
"130";9,34986891752392;"Control"
"131";10,2443087138118;"Control"
"132";8,23688204153558;"Control"
"133";12,161718219671;"Control"
"134";10,3022317665543;"Control"
"135";8,6590310742107;"Control"
"136";11,6603877811682;"Control"
"137";9,79929731727153;"Control"
"138";8,67983114318386;"Control"
"139";8,23780703776328;"Control"
"140";10,3250979035284;"Control"
"141";9,73274588565486;"Control"
"142";10,3749416699379;"Control"
"143";9,72676258749484;"Control"
"144";9,43864778789715;"Control"
"145";10,5957059958756;"Control"
"146";10,4095536156094;"Control"
"147";8,69392852196967;"Control"
"148";10,1442410473548;"Control"
"149";9,28478013646598;"Control"
"150";9,04523301554076;"Control"
"151";7,88392562549008;"Control"
"152";10,7138418634119;"Control"
"153";10,3927384275004;"Control"
"154";10,9115205029945;"Control"
"155";9,68705396978089;"Control"
"156";9,13600407714125;"Control"
"157";9,53313082166801;"Control"
"158";11,0568840137723;"Control"
"159";10,1589121298802;"Control"
"160";9,91416070854831;"Control"
"161";10,4404414753215;"Control"
"162";8,70352503591917;"Control"
"163";10,2303244341394;"Control"
"164";9,56784513309512;"Control"
"165";6,43654075863162;"Control"
"166";11,327989477114;"Control"
"167";11,0560207170234;"Control"
"168";10,1317800819068;"Control"
"169";11,7687666255786;"Control"
"170";10,6746688379177;"Control"
"171";9,88099158126749;"Control"
"172";13,130345728722;"Control"
"173";9,91893798064315;"Control"
"174";8,96178806067313;"Control"
"175";9,9549066532562;"Control"
"176";10,3922257753302;"Control"
"177";10,0146485844658;"Control"
"178";10,2666517089061;"Control"
"179";9,92503787937038;"Control"
"180";9,92272043226482;"Control"
"181";8,98358590930101;"Control"
"182";9,70106526081466;"Control"
"183";10,768285478329;"Control"
"184";10,8732043827632;"Control"
"185";11,7290771802922;"Control"
"186";9,73347361257598;"Control"
"187";10,8338613324143;"Control"
"188";8,86471594976712;"Control"
"189";10,8275376177245;"Control"
"190";10,6871270183302;"Control"
"191";10,1170586779806;"Control"
"192";10,3521729158375;"Control"
"193";9,3592918552447;"Control"
"194";9,5330578748168;"Control"
"195";9,46217077537818;"Control"
"196";12,8175405884834;"Control"
"197";8,56237360614709;"Control"
"198";10,318180318244;"Control"
"199";11,8784790066815;"Control"
"200";8,12510339864959;"Control"
"201";9,86566511525725;"Control"
"202";10,7871261941197;"Control"
"203";9,45798917801567;"Control"
"204";10,3880823335873;"Control"
"205";10,368086637447;"Control"
"206";9,84129699117314;"Control"
"207";9,15343791715299;"Control"
"208";9,81279281344076;"Control"
"209";9,95801596704523;"Control"
"210";10,7115749090493;"Control"
"211";10,7262137850022;"Control"
"212";9,29230414193208;"Control"
"213";9,43679603033045;"Control"
"214";9,68614296685664;"Control"
"215";9,50847733441839;"Control"
"216";8,44682226120041;"Control"
"217";8,35554786067164;"Control"
"218";10,6534446568212;"Control"
"219";11,3311850585246;"Control"
"220";12,5985691734271;"Control"
"221";9,61610613656633;"Control"
"222";9,91561769304617;"Control"
"223";11,1262570128275;"Control"
"224";9,67762640965408;"Control"
"225";8,17974019066706;"Control"
"226";10,7145452090277;"Control"
"227";9,55236066205842;"Control"
"228";8,73281340141245;"Control"
"229";10,0052432401909;"Control"
"230";9,6858675030949;"Control"
"231";10,9326782189002;"Control"
"232";9,80608787056109;"Control"
"233";10,2675697609869;"Control"
"234";9,27092303372248;"Control"
"235";10,0544051469439;"Control"
"236";9,01458683952832;"Control"
"237";10,3217767526536;"Control"
"238";9,89762328055777;"Control"
"239";10,4589173291747;"Control"
"240";8,77816137122966;"Control"
"241";9,68713344752638;"Control"
"242";9,1754146788085;"Control"
"243";11,9903935731628;"Control"
"244";11,3707993310116;"Control"
"245";8,9518934618253;"Control"
"246";11,0079697580144;"Control"
"247";11,4197754416179;"Control"
"248";9,37342908656777;"Control"
"249";9,44051003897346;"Control"
"250";11,5597607780843;"Control"
"251";9,48833607009725;"Control"
"252";10,0308319174098;"Control"
"253";10,6806419184969;"Control"
"254";11,5114651520455;"Control"
"255";10,5377196559251;"Control"
"256";10,0916805746671;"Control"
"257";10,0154916649155;"Control"
"258";10,4206746731865;"Control"
"259";11,1322261007538;"Control"
"260";10,601768592477;"Control"
"261";8,42539099492207;"Control"
"262";9,33060774610589;"Control"
"263";10,3527823336879;"Control"
"264";9,94280847182187;"Control"
"265";10,9145675843195;"Control"
"266";10,0133497407022;"Control"
"267";10,2776189907821;"Control"
"268";10,384718164157;"Control"
"269";10,3725822427537;"Control"
"270";8,26635218522862;"Control"
"271";9,56231578613995;"Control"
"272";10,5257565067198;"Control"
"273";12,2002944734815;"Control"
"274";10,2907659627625;"Control"
"275";9,35875870084417;"Control"
"276";9,1719532817473;"Control"
"277";9,71588290200621;"Control"
"278";9,76937802723518;"Control"
"279";7,95820697305415;"Control"
"280";8,00800818310193;"Control"
"281";10,2492994435424;"Control"
"282";10,1396413491057;"Control"
"283";10,7568150604224;"Control"
"284";11,2668996938392;"Control"
"285";11,5903542210678;"Control"
"286";10,0500264383373;"Control"
"287";9,64980764610543;"Control"
"288";9,57537057304875;"Control"
"289";10,1846454726792;"Control"
"290";10,7185594603555;"Control"
"291";9,93421361479983;"Control"
"292";9,43759255807807;"Control"
"293";10,092215842591;"Control"
"294";8,51957252234544;"Control"
"295";12,728284658092;"Control"
"296";10,8970649698168;"Control"
"297";10,1185480691165;"Control"
"298";9,99967492516055;"Control"
"299";10,1083218000698;"Control"
"300";11,4041578543879;"Control"
"301";9,82823603364457;"Control"
"302";11,9072921567161;"Control"
"303";10,0122380430546;"Control"
"304";9,91694018938817;"Control"
"305";10,0066682803181;"Control"
"306";8,67724351124643;"Control"
"307";9,22902124245626;"Control"
"308";10,343082515463;"Control"
"309";10,8656217521453;"Control"
"310";10,3540625472051;"Control"
"311";9,83396805885918;"Control"
"312";8,68623874923318;"Control"
"313";9,55280720523076;"Control"
"314";10,8417187598119;"Control"
"315";9,80234576619647;"Control"
"316";11,0176314951872;"Control"
"317";11,0375429233277;"Control"
"318";10,2100843597447;"Control"
"319";10,883556907071;"Control"
"320";9,05674606890254;"Control"
"321";10,1701871732333;"Control"
"322";9,69204136705588;"Control"
"323";9,89765282247326;"Control"
"324";10,2363115647996;"Control"
"325";9,59723658787183;"Control"
"326";9,75716756671297;"Control"
"327";9,65954476671245;"Control"
"328";10,2409635185315;"Control"
"329";8,96581193087496;"Control"
"330";10,208640396181;"Control"
"331";10,8380428365639;"Control"
"332";11,2318345538634;"Control"
"333";8,76888234140659;"Control"
"334";10,0737428363141;"Control"
"335";8,54399709728671;"Control"
"336";10,2720657821735;"Control"
"337";8,52407005550458;"Control"
"338";10,111757036907;"Control"
"339";10,0160686141987;"Control"
"340";9,24269194433858;"Control"
"341";9,33354992505705;"Control"
"342";10,0312725231228;"Control"
"343";9,83548772542475;"Control"
"344";9,50176067365822;"Control"
"345";10,8438402900556;"Control"
"346";10,3846426436586;"Control"
"347";10,6640056185732;"Control"
"348";10,136454795709;"Control"
"349";11,4234422439514;"Control"
"350";11,1850126661651;"Control"
"351";10,7665783647491;"Control"
"352";10,3184769112137;"Control"
"353";9,40194217371475;"Control"
"354";10,0081854560988;"Control"
"355";9,80700698851392;"Control"
"356";8,95880103115626;"Control"
"357";9,98590447267764;"Control"
"358";9,51807964729475;"Control"
"359";10,8948917699506;"Control"
"360";8,86587920850424;"Control"
"361";7,60435406074093;"Control"
"362";9,05055486048249;"Control"
"363";8,2410392673047;"Control"
"364";12,6637842120515;"Control"
"365";11,4253541056322;"Control"
"366";10,0208617676605;"Control"
"367";9,48250644389177;"Control"
"368";9,87329519052805;"Control"
"369";9,33265234414287;"Control"
"370";10,6788772781813;"Control"
"371";8,00361354135601;"Control"
"372";10,3049282558102;"Control"
"373";10,8602078498023;"Control"
"374";10,1203331431851;"Control"
"375";11,9238041547632;"Control"
"376";12,3402480477116;"Control"
"377";10,0885338380884;"Control"
"378";9,98220872105903;"Control"
"379";10,1910956095192;"Control"
"380";10,5859804677163;"Control"
"381";8,00261239822908;"Control"
"382";11,1579477358479;"Control"
"383";9,69332117833012;"Control"
"384";10,8779329958342;"Control"
"385";10,2879622522819;"Control"
"386";8,32608257805109;"Control"
"387";8,93710719081428;"Control"
"388";12,2354526719882;"Control"
"389";11,9987579386242;"Control"
"390";10,1033005680194;"Control"
"391";9,88356908546696;"Control"
"392";11,3621336455458;"Control"
"393";11,2494904935002;"Control"
"394";9,2450718260389;"Control"
"395";11,7048669870718;"Control"
"396";10,9604350590905;"Control"
"397";9,07378329372995;"Control"
"398";10,0479555655588;"Control"
"399";9,42512547109331;"Control"
"400";10,3229662228082;"Control"
"401";8,83072323969744;"Control"
"402";10,4031443765532;"Control"
"403";10,3399035934416;"Control"
"404";9,56025197457034;"Control"
"405";10,7727767780666;"Control"
"406";10,2704371380941;"Control"
"407";9,41405109398747;"Control"
"408";11,574950794326;"Control"
"409";8,85862303545592;"Control"
"410";9,26779536236625;"Control"
"411";10,2331258011126;"Control"
"412";11,2640354722949;"Control"
"413";9,93030753693382;"Control"
"414";9,12386994515549;"Control"
"415";9,73836611851552;"Control"
"416";12,5117106850689;"Control"
"417";8,9889442398797;"Control"
"418";9,79786125792881;"Control"
"419";9,05697606549483;"Control"
"420";10,8195751316213;"Control"
"421";9,64515677185776;"Control"
"422";10,7878381752036;"Control"
"423";8,93843775806166;"Control"
"424";10,736349099241;"Control"
"425";10,1279018931094;"Control"
"426";10,196624305505;"Control"
"427";10,2676492448735;"Control"
"428";8,79762812410858;"Control"
"429";9,09395274424867;"Control"
"430";9,6808689729449;"Control"
"431";10,3043310059376;"Control"
"432";11,5917945205843;"Control"
"433";10,2189551611432;"Control"
"434";11,1823227074184;"Control"
"435";10,495421678567;"Control"
"436";9,74077605009957;"Control"
"437";11,2868402712262;"Control"
"438";9,26677809039168;"Control"
"439";10,2600793806499;"Control"
"440";8,56810841366766;"Control"
"441";12,241950523201;"Control"
"442";8,3417995141145;"Control"
"443";9,14164132042479;"Control"
"444";10,5341581606467;"Control"
"445";8,02195269184861;"Control"
"446";9,10817804968015;"Control"
"447";10,0606759290134;"Control"
"448";11,3552021352942;"Control"
"449";9,14299783642627;"Control"
"450";9,58303570968411;"Control"
"451";9,67261884258;"Control"
"452";10,603331242776;"Control"
"453";10,6296853079939;"Control"
"454";11,1956080667253;"Control"
"455";10,1880203196293;"Control"
"456";10,4510957939518;"Control"
"457";10,2773480592856;"Control"
"458";10,3128790674975;"Control"
"459";10,0658226572881;"Control"
"460";10,8266814049189;"Control"
"461";9,25846499185851;"Control"
"462";9,63785609700653;"Control"
"463";8,21177175063462;"Control"
"464";10,2609662542935;"Control"
"465";8,72689689993531;"Control"
"466";9,35270626978132;"Control"
"467";8,69496917342793;"Control"
"468";9,99482703569557;"Control"
"469";10,7518762331343;"Control"
"470";8,58372616487577;"Control"
"471";11,5040560603172;"Control"
"472";8,44069530033503;"Control"
"473";10,5240563728151;"Control"
"474";8,69316430690581;"Control"
"475";12,4882770327065;"Control"
"476";10,3793161498337;"Control"
"477";10,5718974891359;"Control"
"478";11,2864006834706;"Control"
"479";9,86992469540689;"Control"
"480";9,2567464795643;"Control"
"481";8,78398851218044;"Control"
"482";9,1238224815773;"Control"
"483";10,173803849208;"Control"
"484";8,59369441883842;"Control"
"485";11,8897774478295;"Control"
"486";11,1147261890143;"Control"
"487";9,97065788285244;"Control"
"488";10,6512364277878;"Control"
"489";8,93784950175663;"Control"
"490";9,31438740433564;"Control"
"491";10,916229376436;"Control"
"492";11,1608693155642;"Control"
"493";8,20251753625936;"Control"
"494";9,7821993531842;"Control"
"495";10,484967081742;"Control"
"496";10,9739287498498;"Control"
"497";10,2610744134435;"Control"
"498";8,78009049875068;"Control"
"499";11,1690784219038;"Control"
"500";11,4995664874117;"Control"
"501";10,3804953740268;"Treatment"
"502";9,54686666784264;"Treatment"
"503";11,0882146509904;"Treatment"
"504";10,1472740570122;"Treatment"
"505";9,78980767524929;"Treatment"
"506";8,73578048192978;"Treatment"
"507";10,7806383791004;"Treatment"
"508";11,1393983918781;"Treatment"
"509";10,0675199319953;"Treatment"
"510";9,53130741186623;"Treatment"
"511";11,6019437103945;"Treatment"
"512";12,389786234284;"Treatment"
"513";9,58267213180535;"Treatment"
"514";10,5378674851477;"Treatment"
