"";"value";"experimentVariant"
"515";9,01993741613367;"Treatment"
"516";8,94842155753232;"Treatment"
"517";9,17231178971289;"Treatment"
"518";12,1558070614418;"Treatment"
"519";10,1560934694132;"Treatment"
"520";10,2700535743602;"Treatment"
"521";9,7736902808003;"Treatment"
"522";10,2008203623341;"Treatment"
"523";10,3507972292203;"Treatment"
"524";9,45995070491857;"Treatment"
"525";11,1479068291969;"Treatment"
"526";10,1152619181507;"Treatment"
"527";9,96717734565128;"Treatment"
"528";10,5231201980007;"Treatment"
"529";9,83353253784834;"Treatment"
"530";10,6807432731733;"Treatment"
"531";8,87535930869717;"Treatment"
"532";10,5679610657059;"Treatment"
"533";10,1991485435955;"Treatment"
"534";9,90197009615303;"Treatment"
"535";11,6371877317264;"Treatment"
"536";9,01032810426802;"Treatment"
"537";9,21910793851577;"Treatment"
"538";11,2263662485823;"Treatment"
"539";9,65938568546489;"Treatment"
"540";9,84253515168427;"Treatment"
"541";8,75261510863016;"Treatment"
"542";10,392660866535;"Treatment"
"543";11,1019488266369;"Treatment"
"544";9,49197989560515;"Treatment"
"545";8,31031501249372;"Treatment"
"546";8,78435095027286;"Treatment"
"547";10,5508934132957;"Treatment"
"548";10,0990560108317;"Treatment"
"549";9,49269600637405;"Treatment"
"550";8,51186119058183;"Treatment"
"551";8,62258775872863;"Treatment"
"552";8,01854769407949;"Treatment"
"553";10,2808274454833;"Treatment"
"554";10,6922160535263;"Treatment"
"555";10,9623961647586;"Treatment"
"556";9,36472220404069;"Treatment"
"557";11,0862981076737;"Treatment"
"558";10,3201316089802;"Treatment"
"559";10,7097404054181;"Treatment"
"560";9,92077900719597;"Treatment"
"561";9,47429457527517;"Treatment"
"562";9,30891087875064;"Treatment"
"563";10,750583981031;"Treatment"
"564";10,4086452594968;"Treatment"
"565";10,1066084939791;"Treatment"
"566";8,6303650937324;"Treatment"
"567";9,90731428186719;"Treatment"
"568";8,61094581688063;"Treatment"
"569";7,66352098209058;"Treatment"
"570";9,42460667083465;"Treatment"
"571";8,6402838822717;"Treatment"
"572";10,563114224244;"Treatment"
"573";10,0380691123625;"Treatment"
"574";11,1916726878073;"Treatment"
"575";9,27906276012327;"Treatment"
"576";10,3998449281524;"Treatment"
"577";9,73294595891507;"Treatment"
"578";11,7902902523105;"Treatment"
"579";9,02810923677069;"Treatment"
"580";9,95800621855637;"Treatment"
"581";10,0761381665361;"Treatment"
"582";9,69062314589394;"Treatment"
"583";10,8703330830034;"Treatment"
"584";9,0104564819325;"Treatment"
"585";10,818234015957;"Treatment"
"586";9,72715516581524;"Treatment"
"587";10,5468456026665;"Treatment"
"588";10,9457147877428;"Treatment"
"589";9,74880280490602;"Treatment"
"590";9,06527877722864;"Treatment"
"591";9,51274160969535;"Treatment"
"592";9,58674143509444;"Treatment"
"593";8,59520353080504;"Treatment"
"594";9,8768552153988;"Treatment"
"595";11,0122655326024;"Treatment"
"596";9,90406651018951;"Treatment"
"597";9,68769523568993;"Treatment"
"598";9,08901878152633;"Treatment"
"599";8,16178651137898;"Treatment"
"600";10,2123541450264;"Treatment"
"601";11,5615917488697;"Treatment"
"602";9,03545519352548;"Treatment"
"603";9,54047522888559;"Treatment"
"604";8,74380843585841;"Treatment"
"605";9,16899035792041;"Treatment"
"606";11,2156213223071;"Treatment"
"607";10,3977670098527;"Treatment"
"608";10,0055875175214;"Treatment"
"609";10,9552290403747;"Treatment"
"610";9,55663790062202;"Treatment"
"611";9,67013687703563;"Treatment"
"612";10,6356796161162;"Treatment"
"613";11,321477243041;"Treatment"
"614";10,6835309806202;"Treatment"
"615";9,62145931763801;"Treatment"
"616";8,75187734866859;"Treatment"
"617";9,57239414674053;"Treatment"
"618";9,93506275203319;"Treatment"
"619";9,66214559870953;"Treatment"
"620";10,6674990710866;"Treatment"
"621";9,28425635928044;"Treatment"
"622";11,3973215688464;"Treatment"
"623";10,4487369185371;"Treatment"
"624";10,0476238920443;"Treatment"
"625";10,6343316448239;"Treatment"
"626";9,82571538254779;"Treatment"
"627";11,0723179217567;"Treatment"
"628";9,84952217311273;"Treatment"
"629";8,94001475391922;"Treatment"
"630";9,34986891752392;"Treatment"
"631";10,2443087138118;"Treatment"
"632";8,23688204153558;"Treatment"
"633";12,161718219671;"Treatment"
"634";10,3022317665543;"Treatment"
"635";8,6590310742107;"Treatment"
"636";11,6603877811682;"Treatment"
"637";9,79929731727153;"Treatment"
"638";8,67983114318386;"Treatment"
"639";8,23780703776328;"Treatment"
"640";10,3250979035284;"Treatment"
"641";9,73274588565486;"Treatment"
"642";10,3749416699379;"Treatment"
"643";9,72676258749484;"Treatment"
"644";9,43864778789715;"Treatment"
"645";10,5957059958756;"Treatment"
"646";10,4095536156094;"Treatment"
"647";8,69392852196967;"Treatment"
"648";10,1442410473548;"Treatment"
"649";9,28478013646598;"Treatment"
"650";9,04523301554076;"Treatment"
"651";7,88392562549008;"Treatment"
"652";10,7138418634119;"Treatment"
"653";10,3927384275004;"Treatment"
"654";10,9115205029945;"Treatment"
"655";9,68705396978089;"Treatment"
"656";9,13600407714125;"Treatment"
"657";9,53313082166801;"Treatment"
"658";11,0568840137723;"Treatment"
"659";10,1589121298802;"Treatment"
"660";9,91416070854831;"Treatment"
"661";10,4404414753215;"Treatment"
"662";8,70352503591917;"Treatment"
"663";10,2303244341394;"Treatment"
"664";9,56784513309512;"Treatment"
"665";6,43654075863162;"Treatment"
"666";11,327989477114;"Treatment"
"667";11,0560207170234;"Treatment"
"668";10,1317800819068;"Treatment"
"669";11,7687666255786;"Treatment"
"670";10,6746688379177;"Treatment"
"671";9,88099158126749;"Treatment"
"672";13,130345728722;"Treatment"
"673";9,91893798064315;"Treatment"
"674";8,96178806067313;"Treatment"
"675";9,9549066532562;"Treatment"
"676";10,3922257753302;"Treatment"
"677";10,0146485844658;"Treatment"
"678";10,2666517089061;"Treatment"
"679";9,92503787937038;"Treatment"
"680";9,92272043226482;"Treatment"
"681";8,98358590930101;"Treatment"
"682";9,70106526081466;"Treatment"
"683";10,768285478329;"Treatment"
"684";10,8732043827632;"Treatment"
"685";11,7290771802922;"Treatment"
"686";9,73347361257598;"Treatment"
"687";10,8338613324143;"Treatment"
"688";8,86471594976712;"Treatment"
"689";10,8275376177245;"Treatment"
"690";10,6871270183302;"Treatment"
"691";10,1170586779806;"Treatment"
"692";10,3521729158375;"Treatment"
"693";9,3592918552447;"Treatment"
"694";9,5330578748168;"Treatment"
"695";9,46217077537818;"Treatment"
"696";12,8175405884834;"Treatment"
"697";8,56237360614709;"Treatment"
"698";10,318180318244;"Treatment"
"699";11,8784790066815;"Treatment"
"700";8,12510339864959;"Treatment"
"701";9,86566511525725;"Treatment"
"702";10,7871261941197;"Treatment"
"703";9,45798917801567;"Treatment"
"704";10,3880823335873;"Treatment"
"705";10,368086637447;"Treatment"
"706";9,84129699117314;"Treatment"
"707";9,15343791715299;"Treatment"
"708";9,81279281344076;"Treatment"
"709";9,95801596704523;"Treatment"
"710";10,7115749090493;"Treatment"
"711";10,7262137850022;"Treatment"
"712";9,29230414193208;"Treatment"
"713";9,43679603033045;"Treatment"
"714";9,68614296685664;"Treatment"
"715";9,50847733441839;"Treatment"
"716";8,44682226120041;"Treatment"
"717";8,35554786067164;"Treatment"
"718";10,6534446568212;"Treatment"
"719";11,3311850585246;"Treatment"
"720";12,5985691734271;"Treatment"
"721";9,61610613656633;"Treatment"
"722";9,91561769304617;"Treatment"
"723";11,1262570128275;"Treatment"
"724";9,67762640965408;"Treatment"
"725";8,17974019066706;"Treatment"
"726";10,7145452090277;"Treatment"
"727";9,55236066205842;"Treatment"
"728";8,73281340141245;"Treatment"
"729";10,0052432401909;"Treatment"
"730";9,6858675030949;"Treatment"
"731";10,9326782189002;"Treatment"
"732";9,80608787056109;"Treatment"
"733";10,2675697609869;"Treatment"
"734";9,27092303372248;"Treatment"
"735";10,0544051469439;"Treatment"
"736";9,01458683952832;"Treatment"
"737";10,3217767526536;"Treatment"
"738";9,89762328055777;"Treatment"
"739";10,4589173291747;"Treatment"
"740";8,77816137122966;"Treatment"
"741";9,68713344752638;"Treatment"
"742";9,1754146788085;"Treatment"
"743";11,9903935731628;"Treatment"
"744";11,3707993310116;"Treatment"
"745";8,9518934618253;"Treatment"
"746";11,0079697580144;"Treatment"
"747";11,4197754416179;"Treatment"
"748";9,37342908656777;"Treatment"
"749";9,44051003897346;"Treatment"
"750";11,5597607780843;"Treatment"
"751";9,48833607009725;"Treatment"
"752";10,0308319174098;"Treatment"
"753";10,6806419184969;"Treatment"
"754";11,5114651520455;"Treatment"
"755";10,5377196559251;"Treatment"
"756";10,0916805746671;"Treatment"
"757";10,0154916649155;"Treatment"
"758";10,4206746731865;"Treatment"
"759";11,1322261007538;"Treatment"
"760";10,601768592477;"Treatment"
"761";8,42539099492207;"Treatment"
"762";9,33060774610589;"Treatment"
"763";10,3527823336879;"Treatment"
"764";9,94280847182187;"Treatment"
"765";10,9145675843195;"Treatment"
"766";10,0133497407022;"Treatment"
"767";10,2776189907821;"Treatment"
"768";10,384718164157;"Treatment"
"769";10,3725822427537;"Treatment"
"770";8,26635218522862;"Treatment"
"771";9,56231578613995;"Treatment"
"772";10,5257565067198;"Treatment"
"773";12,2002944734815;"Treatment"
"774";10,2907659627625;"Treatment"
"775";9,35875870084417;"Treatment"
"776";9,1719532817473;"Treatment"
"777";9,71588290200621;"Treatment"
"778";9,76937802723518;"Treatment"
"779";7,95820697305415;"Treatment"
"780";8,00800818310193;"Treatment"
"781";10,2492994435424;"Treatment"
"782";10,1396413491057;"Treatment"
"783";10,7568150604224;"Treatment"
"784";11,2668996938392;"Treatment"
"785";11,5903542210678;"Treatment"
"786";10,0500264383373;"Treatment"
"787";9,64980764610543;"Treatment"
"788";9,57537057304875;"Treatment"
"789";10,1846454726792;"Treatment"
"790";10,7185594603555;"Treatment"
"791";9,93421361479983;"Treatment"
"792";9,43759255807807;"Treatment"
"793";10,092215842591;"Treatment"
"794";8,51957252234544;"Treatment"
"795";12,728284658092;"Treatment"
"796";10,8970649698168;"Treatment"
"797";10,1185480691165;"Treatment"
"798";9,99967492516055;"Treatment"
"799";10,1083218000698;"Treatment"
"800";11,4041578543879;"Treatment"
"801";9,82823603364457;"Treatment"
"802";11,9072921567161;"Treatment"
"803";10,0122380430546;"Treatment"
"804";9,91694018938817;"Treatment"
"805";10,0066682803181;"Treatment"
"806";8,67724351124643;"Treatment"
"807";9,22902124245626;"Treatment"
"808";10,343082515463;"Treatment"
"809";10,8656217521453;"Treatment"
"810";10,3540625472051;"Treatment"
"811";9,83396805885918;"Treatment"
"812";8,68623874923318;"Treatment"
"813";9,55280720523076;"Treatment"
"814";10,8417187598119;"Treatment"
"815";9,80234576619647;"Treatment"
"816";11,0176314951872;"Treatment"
"817";11,0375429233277;"Treatment"
"818";10,2100843597447;"Treatment"
"819";10,883556907071;"Treatment"
"820";9,05674606890254;"Treatment"
"821";10,1701871732333;"Treatment"
"822";9,69204136705588;"Treatment"
"823";9,89765282247326;"Treatment"
"824";10,2363115647996;"Treatment"
"825";9,59723658787183;"Treatment"
"826";9,75716756671297;"Treatment"
"827";9,65954476671245;"Treatment"
"828";10,2409635185315;"Treatment"
"829";8,96581193087496;"Treatment"
"830";10,208640396181;"Treatment"
"831";10,8380428365639;"Treatment"
"832";11,2318345538634;"Treatment"
"833";8,76888234140659;"Treatment"
"834";10,0737428363141;"Treatment"
"835";8,54399709728671;"Treatment"
"836";10,2720657821735;"Treatment"
"837";8,52407005550458;"Treatment"
"838";10,111757036907;"Treatment"
"839";10,0160686141987;"Treatment"
"840";9,24269194433858;"Treatment"
"841";9,33354992505705;"Treatment"
"842";10,0312725231228;"Treatment"
"843";9,83548772542475;"Treatment"
"844";9,50176067365822;"Treatment"
"845";10,8438402900556;"Treatment"
"846";10,3846426436586;"Treatment"
"847";10,6640056185732;"Treatment"
"848";10,136454795709;"Treatment"
"849";11,4234422439514;"Treatment"
"850";11,1850126661651;"Treatment"
"851";10,7665783647491;"Treatment"
"852";10,3184769112137;"Treatment"
"853";9,40194217371475;"Treatment"
"854";10,0081854560988;"Treatment"
"855";9,80700698851392;"Treatment"
"856";8,95880103115626;"Treatment"
"857";9,98590447267764;"Treatment"
"858";9,51807964729475;"Treatment"
"859";10,8948917699506;"Treatment"
"860";8,86587920850424;"Treatment"
"861";7,60435406074093;"Treatment"
"862";9,05055486048249;"Treatment"
"863";8,2410392673047;"Treatment"
"864";12,6637842120515;"Treatment"
"865";11,4253541056322;"Treatment"
"866";10,0208617676605;"Treatment"
"867";9,48250644389177;"Treatment"
"868";9,87329519052805;"Treatment"
"869";9,33265234414287;"Treatment"
"870";10,6788772781813;"Treatment"
"871";8,00361354135601;"Treatment"
"872";10,3049282558102;"Treatment"
"873";10,8602078498023;"Treatment"
"874";10,1203331431851;"Treatment"
"875";11,9238041547632;"Treatment"
"876";12,3402480477116;"Treatment"
"877";10,0885338380884;"Treatment"
"878";9,98220872105903;"Treatment"
"879";10,1910956095192;"Treatment"
"880";10,5859804677163;"Treatment"
"881";8,00261239822908;"Treatment"
"882";11,1579477358479;"Treatment"
"883";9,69332117833012;"Treatment"
"884";10,8779329958342;"Treatment"
"885";10,2879622522819;"Treatment"
"886";8,32608257805109;"Treatment"
"887";8,93710719081428;"Treatment"
"888";12,2354526719882;"Treatment"
"889";11,9987579386242;"Treatment"
"890";10,1033005680194;"Treatment"
"891";9,88356908546696;"Treatment"
"892";11,3621336455458;"Treatment"
"893";11,2494904935002;"Treatment"
"894";9,2450718260389;"Treatment"
"895";11,7048669870718;"Treatment"
"896";10,9604350590905;"Treatment"
"897";9,07378329372995;"Treatment"
"898";10,0479555655588;"Treatment"
"899";9,42512547109331;"Treatment"
"900";10,3229662228082;"Treatment"
"901";8,83072323969744;"Treatment"
"902";10,4031443765532;"Treatment"
"903";10,3399035934416;"Treatment"
"904";9,56025197457034;"Treatment"
"905";10,7727767780666;"Treatment"
"906";10,2704371380941;"Treatment"
"907";9,41405109398747;"Treatment"
"908";11,574950794326;"Treatment"
"909";8,85862303545592;"Treatment"
"910";9,26779536236625;"Treatment"
"911";10,2331258011126;"Treatment"
"912";11,2640354722949;"Treatment"
"913";9,93030753693382;"Treatment"
"914";9,12386994515549;"Treatment"
"915";9,73836611851552;"Treatment"
"916";12,5117106850689;"Treatment"
"917";8,9889442398797;"Treatment"
"918";9,79786125792881;"Treatment"
"919";9,05697606549483;"Treatment"
"920";10,8195751316213;"Treatment"
"921";9,64515677185776;"Treatment"
"922";10,7878381752036;"Treatment"
"923";8,93843775806166;"Treatment"
"924";10,736349099241;"Treatment"
"925";10,1279018931094;"Treatment"
"926";10,196624305505;"Treatment"
"927";10,2676492448735;"Treatment"
"928";8,79762812410858;"Treatment"
"929";9,09395274424867;"Treatment"
"930";9,6808689729449;"Treatment"
"931";10,3043310059376;"Treatment"
"932";11,5917945205843;"Treatment"
"933";10,2189551611432;"Treatment"
"934";11,1823227074184;"Treatment"
"935";10,495421678567;"Treatment"
"936";9,74077605009957;"Treatment"
"937";11,2868402712262;"Treatment"
"938";9,26677809039168;"Treatment"
"939";10,2600793806499;"Treatment"
"940";8,56810841366766;"Treatment"
"941";12,241950523201;"Treatment"
"942";8,3417995141145;"Treatment"
"943";9,14164132042479;"Treatment"
"944";10,5341581606467;"Treatment"
"945";8,02195269184861;"Treatment"
"946";9,10817804968015;"Treatment"
"947";10,0606759290134;"Treatment"
"948";11,3552021352942;"Treatment"
"949";9,14299783642627;"Treatment"
"950";9,58303570968411;"Treatment"
"951";9,67261884258;"Treatment"
"952";10,603331242776;"Treatment"
"953";10,6296853079939;"Treatment"
"954";11,1956080667253;"Treatment"
"955";10,1880203196293;"Treatment"
"956";10,4510957939518;"Treatment"
"957";10,2773480592856;"Treatment"
"958";10,3128790674975;"Treatment"
"959";10,0658226572881;"Treatment"
"960";10,8266814049189;"Treatment"
"961";9,25846499185851;"Treatment"
"962";9,63785609700653;"Treatment"
"963";8,21177175063462;"Treatment"
"964";10,2609662542935;"Treatment"
"965";8,72689689993531;"Treatment"
"966";9,35270626978132;"Treatment"
"967";8,69496917342793;"Treatment"
"968";9,99482703569557;"Treatment"
"969";10,7518762331343;"Treatment"
"970";8,58372616487577;"Treatment"
"971";11,5040560603172;"Treatment"
"972";8,44069530033503;"Treatment"
"973";10,5240563728151;"Treatment"
"974";8,69316430690581;"Treatment"
"975";12,4882770327065;"Treatment"
"976";10,3793161498337;"Treatment"
"977";10,5718974891359;"Treatment"
"978";11,2864006834706;"Treatment"
"979";9,86992469540689;"Treatment"
"980";9,2567464795643;"Treatment"
"981";8,78398851218044;"Treatment"
"982";9,1238224815773;"Treatment"
"983";10,173803849208;"Treatment"
"984";8,59369441883842;"Treatment"
"985";11,8897774478295;"Treatment"
"986";11,1147261890143;"Treatment"
"987";9,97065788285244;"Treatment"
"988";10,6512364277878;"Treatment"
"989";8,93784950175663;"Treatment"
"990";9,31438740433564;"Treatment"
"991";10,916229376436;"Treatment"
"992";11,1608693155642;"Treatment"
"993";8,20251753625936;"Treatment"
"994";9,7821993531842;"Treatment"
"995";10,484967081742;"Treatment"
"996";1000;"Treatment"
"997";1200;"Treatment"
"998";1500;"Treatment"
"999";2000;"Treatment"
"1000";3000;"Treatment"
